"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"29698099999","1935-05-01","54.8833333","99.0333333","410.0","NIZNE UDINSK, RS","  38.3"," 4","9999.9"," 0","9999.9"," 0","999.9"," 0","  6.3"," 4","  1.0"," 4","  1.9","999.9","  52.0"," ","  21.0"," "," 0.00","I","999.9","100000"
"29698099999","1935-05-02","54.8833333","99.0333333","410.0","NIZNE UDINSK, RS","  42.5"," 4","9999.9"," 0","1021.4"," 4","999.9"," 0","  4.8"," 4","  4.0"," 4","  8.9","999.9","  54.0"," ","  25.0"," "," 0.00","I","999.9","000000"
"29698099999","1935-05-03","54.8833333","99.0333333","410.0","NIZNE UDINSK, RS","  47.3"," 4","9999.9"," 0","9999.9"," 0","999.9"," 0","  3.8"," 4","  1.7"," 4","  5.1","999.9","  57.0"," ","  25.0"," "," 0.00","I","999.9","000000"
"29698099999","1935-05-04","54.8833333","99.0333333","410.0","NIZNE UDINSK, RS","  50.0"," 4","9999.9"," 0","1019.4"," 4","999.9"," 0","  6.4"," 4","999.9"," 0","999.9","999.9","  66.0"," ","  30.0"," "," 0.00","I","999.9","000000"
"29698099999","1935-05-06","54.8833333","99.0333333","410.0","NIZNE UDINSK, RS","  43.0"," 4","9999.9"," 0","9999.9"," 0","999.9"," 0","999.9"," 0"," 21.7"," 4"," 36.9","999.9","  48.0"," ","  36.0","*"," 0.31","E","999.9","000000"
"29698099999","1935-05-07","54.8833333","99.0333333","410.0","NIZNE UDINSK, RS","  38.8"," 4","9999.9"," 0","1011.2"," 4","999.9"," 0","  4.8"," 4"," 11.2"," 4"," 29.9","999.9","  45.0","*","  28.0","*"," 0.00","I","999.9","000000"
"29698099999","1935-05-08","54.8833333","99.0333333","410.0","NIZNE UDINSK, RS","  38.8"," 4","9999.9"," 0","9999.9"," 0","999.9"," 0","  3.9"," 4","  5.0"," 4"," 13.0","999.9","  52.0"," ","  25.0"," "," 0.12","E","999.9","000000"
"29698099999","1935-05-09","54.8833333","99.0333333","410.0","NIZNE UDINSK, RS","  38.0"," 4","9999.9"," 0","9999.9"," 0","999.9"," 0","999.9"," 0"," 10.0"," 4"," 13.0","999.9","  48.0"," ","  32.0"," "," 0.02","E","999.9","011000"
"29698099999","1935-05-10","54.8833333","99.0333333","410.0","NIZNE UDINSK, RS","  39.5"," 4","9999.9"," 0","1019.5"," 4","999.9"," 0","  7.9"," 4","  6.0"," 4"," 13.0","999.9","  50.0"," ","  32.0","*"," 0.06","F","999.9","000000"
"29698099999","1935-05-11","54.8833333","99.0333333","410.0","NIZNE UDINSK, RS","  40.2"," 4","9999.9"," 0","1006.6"," 4","999.9"," 0"," 12.4"," 4","  2.7"," 4","  8.9","999.9","  52.0"," ","  27.0"," "," 0.00","I","999.9","000000"
