"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"23472099999","1935-04-30","65.7833333","87.9888889","38.0","TURUHANSK, RS","  33.0"," 4","9999.9"," 0","1025.4"," 4","999.9"," 0","  4.5"," 4","  2.5"," 4","  5.1","999.9","  46.0"," ","  14.0","*"," 0.00","I","999.9","000000"
"23472099999","1935-05-02","65.7833333","87.9888889","38.0","TURUHANSK, RS","  42.8"," 4","9999.9"," 0","1018.6"," 4","999.9"," 0","  4.3"," 4","  4.3"," 4","  5.1","999.9","  46.0","*","  30.0"," "," 0.00","I","999.9","000000"
"23472099999","1935-05-06","65.7833333","87.9888889","38.0","TURUHANSK, RS","  26.2"," 4","9999.9"," 0","1002.2"," 4","999.9"," 0","  1.9"," 4","  3.5"," 4","  8.9","999.9","  41.0"," ","   9.0","*","99.99"," ","999.9","001000"
"23472099999","1935-05-07","65.7833333","87.9888889","38.0","TURUHANSK, RS","  33.0"," 4","9999.9"," 0","1004.7"," 4","999.9"," 0","  3.4"," 4","  2.2"," 4","  5.1","999.9","  39.0"," ","  23.0"," "," 0.00","I","999.9","000000"
"23472099999","1935-05-11","65.7833333","87.9888889","38.0","TURUHANSK, RS","  41.8"," 4","9999.9"," 0","1021.6"," 4","999.9"," 0","  2.5"," 4","  7.2"," 4"," 13.0","999.9","  46.0"," ","  32.0"," "," 0.00","I","999.9","000000"
"23472099999","1935-05-13","65.7833333","87.9888889","38.0","TURUHANSK, RS","  51.0"," 4","9999.9"," 0","1014.4"," 4","999.9"," 0","  3.4"," 4","999.9"," 0","999.9","999.9","  66.0"," ","  48.0"," ","99.99"," ","999.9","010000"
"23472099999","1935-05-16","65.7833333","87.9888889","38.0","TURUHANSK, RS","  30.0"," 4","9999.9"," 0"," 999.7"," 4","999.9"," 0","  0.3"," 4"," 16.0"," 4"," 36.9","999.9","  34.0"," ","  27.0","*","99.99"," ","999.9","011000"
"23472099999","1935-05-20","65.7833333","87.9888889","38.0","TURUHANSK, RS","  37.5"," 4","9999.9"," 0","1002.3"," 4","999.9"," 0","  5.3"," 4"," 10.3"," 4"," 18.1","999.9","  43.0"," ","  27.0"," "," 0.00","I","999.9","000000"
"23472099999","1935-05-21","65.7833333","87.9888889","38.0","TURUHANSK, RS","  33.3"," 4","9999.9"," 0","9999.9"," 0","999.9"," 0","  1.2"," 4"," 14.2"," 4"," 36.9","999.9","  39.0"," ","  30.0","*","99.99"," ","999.9","011000"
"23472099999","1935-05-24","65.7833333","87.9888889","38.0","TURUHANSK, RS","  28.8"," 4","9999.9"," 0","1017.7"," 4","999.9"," 0","  5.3"," 4","999.9"," 0","999.9","999.9","  36.0"," ","  18.0"," "," 0.00","I","999.9","000000"
"23472099999","1935-06-04","65.7833333","87.9888889","38.0","TURUHANSK, RS","  41.0"," 4","9999.9"," 0","1010.9"," 4","999.9"," 0","  3.8"," 4","999.9"," 0","999.9","999.9","  50.0"," ","  32.0","*","99.99"," ","999.9","010000"
"23472099999","1935-06-05","65.7833333","87.9888889","38.0","TURUHANSK, RS","  52.2"," 4","9999.9"," 0","1011.1"," 4","999.9"," 0","  5.3"," 4","  2.2"," 4","  5.1","999.9","  61.0"," ","  30.0"," "," 0.00","I","999.9","000000"
"23472099999","1935-06-06","65.7833333","87.9888889","38.0","TURUHANSK, RS","  43.7"," 4","9999.9"," 0","1009.8"," 4","999.9"," 0","  4.3"," 4","  6.0"," 4"," 13.0","999.9","  52.0"," ","  34.0","*"," 0.00","I","999.9","000000"
"23472099999","1935-06-11","65.7833333","87.9888889","38.0","TURUHANSK, RS","  49.5"," 4","9999.9"," 0","1009.8"," 4","999.9"," 0","  7.8"," 4","  3.5"," 4","  5.1","999.9","  63.0","*","  37.0","*"," 0.00","I","999.9","000000"
"23472099999","1935-06-12","65.7833333","87.9888889","38.0","TURUHANSK, RS","  60.5"," 4","9999.9"," 0","1010.8"," 4","999.9"," 0"," 18.6"," 4","  4.5"," 4"," 13.0","999.9","  66.0","*","  37.0"," "," 0.00","I","999.9","000000"
"23472099999","1935-06-15","65.7833333","87.9888889","38.0","TURUHANSK, RS","  41.0"," 4","9999.9"," 0","1013.9"," 4","999.9"," 0","  6.2"," 4"," 17.0"," 4"," 23.9","999.9","  50.0"," ","  36.0","*"," 0.00","I","999.9","000000"
"23472099999","1935-06-19","65.7833333","87.9888889","38.0","TURUHANSK, RS","  59.0"," 4","9999.9"," 0","1005.3"," 4","999.9"," 0","  7.8"," 4"," 12.5"," 4"," 18.1","999.9","  66.0","*","  45.0"," "," 0.00","I","999.9","000000"
"23472099999","1935-06-20","65.7833333","87.9888889","38.0","TURUHANSK, RS","  50.0"," 4","9999.9"," 0","1008.9"," 4","999.9"," 0","  5.3"," 4","  9.0"," 4"," 13.0","999.9","  61.0"," ","  32.0","*"," 0.00","I","999.9","000000"
"23472099999","1935-06-21","65.7833333","87.9888889","38.0","TURUHANSK, RS","  54.5"," 4","9999.9"," 0","1011.0"," 4","999.9"," 0","  6.2"," 4","  5.4"," 4","  8.9","999.9","  66.0"," ","  39.0"," "," 0.00","I","999.9","000000"
"23472099999","1935-06-28","65.7833333","87.9888889","38.0","TURUHANSK, RS","  66.2"," 4","9999.9"," 0"," 991.0"," 4","999.9"," 0","  2.8"," 4"," 11.5"," 4"," 23.9","999.9","  75.0"," ","  59.0"," ","99.99"," ","999.9","010000"
"23472099999","1935-07-06","65.7833333","87.9888889","38.0","TURUHANSK, RS","  56.5"," 4","9999.9"," 0","1000.7"," 4","999.9"," 0","  5.3"," 4"," 11.3"," 4"," 18.1","999.9","  64.0"," ","  52.0"," "," 0.00","I","999.9","000001"
"23472099999","1935-07-07","65.7833333","87.9888889","38.0","TURUHANSK, RS","  57.5"," 4","9999.9"," 0","1004.2"," 4","999.9"," 0","  6.8"," 4","  1.7"," 4","  5.1","999.9","  64.0","*","  46.0","*"," 0.00","I","999.9","000000"
"23472099999","1935-07-08","65.7833333","87.9888889","38.0","TURUHANSK, RS","  66.0"," 4","9999.9"," 0"," 996.7"," 4","999.9"," 0","  6.2"," 4","  1.5"," 4","  1.9","999.9","  73.0"," ","  41.0"," "," 0.00","I","999.9","000000"
