"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"10609099999","1935-01-02","49.75","6.667","265.0","TRIER PETRISBERG, GM","  43.2"," 5","9999.9"," 0","1025.6"," 5","999.9"," 0","  1.9"," 5","  1.2"," 5","  1.9","999.9","  46.0","*","  39.0"," "," 0.02","E","999.9","010000"
"10609099999","1935-01-03","49.75","6.667","265.0","TRIER PETRISBERG, GM","  41.3"," 6","9999.9"," 0","1032.1"," 6","999.9"," 0","  1.0"," 6","  1.9"," 6","  1.9","999.9","  43.0","*","  39.0"," ","99.99"," ","999.9","010000"
"10609099999","1935-01-04","49.75","6.667","265.0","TRIER PETRISBERG, GM","  43.0"," 5","9999.9"," 0","1016.8"," 5","999.9"," 0","  1.6"," 5","  7.5"," 5","  8.9","999.9","  45.0","*","  41.0"," "," 0.04","E","999.9","010000"
"10609099999","1935-01-05","49.75","6.667","265.0","TRIER PETRISBERG, GM","  39.0"," 6","9999.9"," 0","1010.9"," 6","999.9"," 0","  3.9"," 6","  7.2"," 6"," 13.0","999.9","  41.0","*","  37.0"," "," 0.04","E","999.9","010000"
"10609099999","1935-01-07","49.75","6.667","265.0","TRIER PETRISBERG, GM","  34.2"," 4","9999.9"," 0","1016.3"," 4","999.9"," 0","  0.6"," 4","  1.5"," 4","  1.9","999.9","  37.0","*","  32.0"," "," 0.01","E","999.9","100000"
"10609099999","1935-01-08","49.75","6.667","265.0","TRIER PETRISBERG, GM","  31.7"," 6","9999.9"," 0","1021.8"," 6","999.9"," 0","  1.4"," 6","  1.9"," 6","  1.9","999.9","  32.0","*","  30.0"," "," 0.04","E","999.9","000000"
"10609099999","1935-01-09","49.75","6.667","265.0","TRIER PETRISBERG, GM","  28.0"," 6","9999.9"," 0","1028.0"," 6","999.9"," 0","  2.5"," 6","  2.5"," 6","  5.1","999.9","9999.9"," ","  27.0"," "," 0.00","I","999.9","000000"
"10609099999","1935-01-10","49.75","6.667","265.0","TRIER PETRISBERG, GM","  27.1"," 6","9999.9"," 0","1033.9"," 6","999.9"," 0","  1.9"," 6","  3.6"," 6","  8.9","999.9","  28.0","*","  27.0"," "," 0.00","I","999.9","000000"
"10609099999","1935-01-11","49.75","6.667","265.0","TRIER PETRISBERG, GM","  27.3"," 6","9999.9"," 0","1033.5"," 6","999.9"," 0","  0.8"," 6","  4.5"," 6","  5.1","999.9","  28.0","*","  25.0"," "," 0.00","I","999.9","000000"
"10609099999","1935-01-12","49.75","6.667","265.0","TRIER PETRISBERG, GM","  26.3"," 6","9999.9"," 0","1013.7"," 6","999.9"," 0","  0.8"," 6"," 10.5"," 6"," 18.1","999.9","  28.0","*","  23.0"," "," 0.02","E","999.9","001000"
"10609099999","1935-01-14","49.75","6.667","265.0","TRIER PETRISBERG, GM","  33.5"," 4","9999.9"," 0","1013.2"," 4","999.9"," 0","  0.8"," 4","  2.7"," 4","  5.1","999.9","  34.0","*","  32.0"," "," 0.04","E","999.9","011000"
