"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"28275099999","1935-05-01","58.15","68.25","50.0","TOBOL SK, RS","  46.5"," 4","9999.9"," 0","1016.2"," 4","999.9"," 0","  5.3"," 4","999.9"," 0","999.9","999.9","  66.0"," ","  30.0","*"," 0.00","I","999.9","000000"
"28275099999","1935-05-02","58.15","68.25","50.0","TOBOL SK, RS","  43.0"," 4","9999.9"," 0","1024.7"," 4","999.9"," 0","  3.4"," 4","  7.2"," 4"," 13.0","999.9","  54.0"," ","  32.0"," "," 0.00","I","999.9","000000"
"28275099999","1935-05-04","58.15","68.25","50.0","TOBOL SK, RS","  46.3"," 4","9999.9"," 0","9999.9"," 0","999.9"," 0","  5.3"," 4"," 12.7"," 4"," 23.9","999.9","  52.0"," ","  34.0"," "," 0.00","I","999.9","000000"
"28275099999","1935-05-05","58.15","68.25","50.0","TOBOL SK, RS","  44.0"," 4","9999.9"," 0","9999.9"," 0","999.9"," 0","  5.3"," 4"," 11.8"," 4"," 23.9","999.9","  48.0","*","  28.0"," "," 0.00","I","999.9","000000"
"28275099999","1935-05-06","58.15","68.25","50.0","TOBOL SK, RS","  48.0"," 4","9999.9"," 0","1016.4"," 4","999.9"," 0","  4.3"," 4","  4.8"," 4","  8.9","999.9","  54.0"," ","  28.0"," "," 0.00","I","999.9","000000"
"28275099999","1935-05-07","58.15","68.25","50.0","TOBOL SK, RS","  40.2"," 4","9999.9"," 0","1005.9"," 4","999.9"," 0","  1.9"," 4"," 14.0"," 4"," 23.9","999.9","  46.0"," ","  36.0","*","99.99"," ","999.9","010000"
"28275099999","1935-05-10","58.15","68.25","50.0","TOBOL SK, RS","  48.2"," 4","9999.9"," 0","1019.4"," 4","999.9"," 0","  4.3"," 4"," 16.0"," 4"," 23.9","999.9","  55.0"," ","  34.0"," "," 0.00","I","999.9","000000"
"28275099999","1935-05-11","58.15","68.25","50.0","TOBOL SK, RS","  49.5"," 4","9999.9"," 0","1006.3"," 4","999.9"," 0","  2.5"," 4"," 24.2"," 4"," 36.9","999.9","  57.0"," ","  43.0","*","99.99"," ","999.9","010010"
"28275099999","1935-05-12","58.15","68.25","50.0","TOBOL SK, RS","  51.2"," 4","9999.9"," 0","1012.2"," 4","999.9"," 0","  2.5"," 4","  8.3"," 4"," 18.1","999.9","  57.0"," ","  37.0"," "," 0.00","I","999.9","000000"
"28275099999","1935-05-14","58.15","68.25","50.0","TOBOL SK, RS","  57.5"," 4","9999.9"," 0","1018.2"," 4","999.9"," 0","  3.4"," 4"," 10.3"," 4"," 18.1","999.9","  64.0"," ","  39.0"," ","99.99"," ","999.9","010000"
"28275099999","1935-05-16","58.15","68.25","50.0","TOBOL SK, RS","  49.5"," 4","9999.9"," 0","1022.5"," 4","999.9"," 0","  3.4"," 4","  6.0"," 4","  8.9","999.9","  57.0"," ","  45.0","*"," 0.00","I","999.9","000000"
"28275099999","1935-05-17","58.15","68.25","50.0","TOBOL SK, RS","  34.7"," 4","9999.9"," 0","1022.6"," 4","999.9"," 0","  1.4"," 4","999.9"," 0","999.9","999.9","  37.0","*","  32.0","*","99.99"," ","999.9","011000"
"28275099999","1935-05-18","58.15","68.25","50.0","TOBOL SK, RS","  34.2"," 4","9999.9"," 0","9999.9"," 0","999.9"," 0","  3.4"," 4"," 13.3"," 4"," 18.1","999.9","  39.0","*","  32.0"," "," 0.00","I","999.9","000000"
"28275099999","1935-05-20","58.15","68.25","50.0","TOBOL SK, RS","  56.5"," 4","9999.9"," 0","1022.2"," 4","999.9"," 0","  5.3"," 4","  2.7"," 4","  8.9","999.9","  64.0"," ","  37.0"," "," 0.00","I","999.9","000000"
"28275099999","1935-05-22","58.15","68.25","50.0","TOBOL SK, RS","  60.8"," 4","9999.9"," 0","1021.2"," 4","999.9"," 0","  2.5"," 4","  2.2"," 4","  5.1","999.9","  72.0"," ","  52.0","*"," 0.00","I","999.9","000000"
"28275099999","1935-05-24","58.15","68.25","50.0","TOBOL SK, RS","  58.8"," 4","9999.9"," 0","1016.5"," 4","999.9"," 0","999.9"," 0","999.9"," 0","999.9","999.9","  75.0"," ","  46.0","*"," 0.00","I","999.9","000000"
"28275099999","1935-05-25","58.15","68.25","50.0","TOBOL SK, RS","  52.3"," 4","9999.9"," 0","1016.6"," 4","999.9"," 0","  3.1"," 4","  8.3"," 4"," 18.1","999.9","  64.0"," ","  39.0","*"," 0.00","I","999.9","000000"
"28275099999","1935-05-26","58.15","68.25","50.0","TOBOL SK, RS","  48.2"," 4","9999.9"," 0","1010.5"," 4","999.9"," 0","  2.5"," 4","  7.8"," 4"," 13.0","999.9","  54.0","*","  45.0"," "," 0.00","I","999.9","000000"
"28275099999","1935-05-27","58.15","68.25","50.0","TOBOL SK, RS","  41.7"," 4","9999.9"," 0","1003.4"," 4","999.9"," 0","  1.9"," 4"," 15.5"," 4"," 23.9","999.9","  45.0","*","  36.0","*","99.99"," ","999.9","010000"
